Player Name,League,Squad,Country,Position,Annualized Salary
Q. Alonso,E,Sassy Knights,Nganion,DF,"∂ 21,540,000"
T. Nalugo,E,Sassy Knights,Nganion,DF,"∂ 21,490,000"
A. binti Zakaria,E,Sassy Knights,Zacia Lygia,DF,"∂ 16,890,000"
S. Baig,E,Sassy Knights,Nganion,DFMF,"∂ 20,820,000"
F. Rozman,E,Sassy Knights,Imaar Vircoand,FW,"∂ 29,620,000"
K. Benhamou,E,Sassy Knights,Nganion,FW,"∂ 20,010,000"
K. Vogel,E,Sassy Knights,Nganion,FW,"∂ 29,010,000"
L. Ibrahimovi?,E,Sassy Knights,Nganion,FW,"∂ 23,980,000"
M. Acola,E,Sassy Knights,Nganion,FW,"∂ 6,940,000"
T. Jiu,E,Sassy Knights,Nganion,FW,"∂ 22,850,000"
F. Magaia,E,Sassy Knights,Nganion,FWMF,"∂ 9,350,000"
H. Abe,E,Sassy Knights,Nganion,FWMF,"∂ 18,800,000"
L. Nakalembe,E,Sassy Knights,Nganion,FWMF,"∂ 30,390,000"
G. Alali,E,Sassy Knights,Nganion,GK,"∂ 15,300,000"
I. Kisitu,E,Sassy Knights,Nganion,GK,"∂ 21,240,000"
M. Sseguya,E,Sassy Knights,Nganion,GK,"∂ 10,830,000"
F. Lukyamuzi,E,Sassy Knights,Nganion,MF,"∂ 22,320,000"
J. Kayendeke,E,Sassy Knights,Nganion,MF,"∂ 31,370,000"
P. Ngamita,E,Sassy Knights,Nganion,MF,"∂ 14,990,000"
Y. Arinitwe,E,Sassy Knights,Nganion,MF,"∂ 10,010,000"
J. Poto?nik,E,Sassy Knights,Rosvi,MF,"∂ 9,110,000"
K. Deng,E,Sassy Knights,Nganion,MFDF,"∂ 14,020,000"
C. Said,E,Sassy Knights,Nganion,MFFW,"∂ 29,730,000"
J. Pradhan,E,Sassy Knights,Nganion,MFFW,"∂ 24,200,000"
R. Tumusiime,E,Sassy Knights,Nganion,MFFW,"∂ 23,950,000"
V. Phung,E,Sassy Knights,Nganion,MFFW,"∂ 27,070,000"
I. Leibowitz,E,Screaming Ramblers,Imaar Vircoand,DF,"∂ 10,370,000"
K. Asadi,E,Screaming Ramblers,Lefghau,DF,"∂ 8,410,000"
A. O'Connor,E,Screaming Ramblers,Nganion,DF,"∂ 18,420,000"
B. Binder,E,Screaming Ramblers,Nganion,DF,"∂ 19,170,000"
E. Miyamoto,E,Screaming Ramblers,Nganion,DF,"∂ 14,240,000"
G. Magaya,E,Screaming Ramblers,Nganion,DF,"∂ 9,490,000"
O. Gatti,E,Screaming Ramblers,Nganion,DF,"∂ 17,440,000"
S. Kule,E,Screaming Ramblers,Nganion,DF,"∂ 18,190,000"
T. Haim,E,Screaming Ramblers,Nganion,DF,"∂ 16,540,000"
O. Bo_njak,E,Screaming Ramblers,Northern Namemo Laand,DF,"∂ 9,060,000"
Q. Amanya,E,Screaming Ramblers,Hazi Kimar,FW,"∂ 6,110,000"
H. Namwase,E,Screaming Ramblers,Nganion,FW,"∂ 29,030,000"
S. Nyathi,E,Screaming Ramblers,Nganion,FW,"∂ 26,020,000"
D. Mugisa,E,Screaming Ramblers,Xikong,FWDF,"∂ 28,660,000"
C. Ismail,E,Screaming Ramblers,Nganion,GK,"∂ 7,530,000"
F. Dauda,E,Screaming Ramblers,Nganion,GK,"∂ 19,150,000"
M. Ategeka,E,Screaming Ramblers,Nganion,GK,"∂ 10,980,000"
I. Suleman,E,Screaming Ramblers,Central Badad,MF,"∂ 10,520,000"
Q. Kobusinge,E,Screaming Ramblers,Nancipenuaroe,MF,"∂ 11,320,000"
F. Mbale,E,Screaming Ramblers,Nganion,MF,"∂ 17,570,000"
F. Ohana,E,Screaming Ramblers,Nganion,MF,"∂ 1,870,000"
H. Tukamuhebwa,E,Screaming Ramblers,Nganion,MF,"∂ 8,040,000"
I. Okiror,E,Screaming Ramblers,Nganion,MF,"∂ 17,030,000"
J. Mutonyi,E,Screaming Ramblers,Nganion,MF,"∂ 9,420,000"
K. Kaunda,E,Screaming Ramblers,Nganion,MF,"∂ 4,400,000"
Q. Muwanguzi,E,Screaming Ramblers,Nganion,MF,"∂ 14,680,000"
Q. Pellegrino,E,Screaming Ramblers,Nganion,MF,"∂ 24,210,000"
S. Wimmer,E,Screaming Ramblers,Nganion,MF,"∂ 27,040,000"
L. Odur,E,Screaming Ramblers,Rosvi,MF,"∂ 14,250,000"
N. Kumar,E,Screaming Ramblers,Nganion,MFFW,"∂ 31,710,000"
U. Kizito,E,Screaming Ramblers,Nganion,MFFW,"∂ 11,810,000"
R. Lambert,E,Screaming Ramblers,Ngoque Blicri,MFFW,"∂ 30,970,000"
C. Machingura,E,Serious Magicians,Nganion,DF,"∂ 27,800,000"
G. Riva,E,Serious Magicians,Nganion,DF,"∂ 9,320,000"
L. Khonje,E,Serious Magicians,Nganion,DF,"∂ 11,140,000"
P. Okoth,E,Serious Magicians,Nganion,DF,"∂ 25,010,000"
V. Ang,E,Serious Magicians,Nganion,DF,"∂ 15,450,000"
X. Ayugi,E,Serious Magicians,Nganion,DF,"∂ 8,550,000"
P. Paterson,E,Serious Magicians,Nganion,DFFW,"∂ 17,180,000"
F. Nakalema,E,Serious Magicians,Nganion,FW,"∂ 22,150,000"
G. Mussa,E,Serious Magicians,Nganion,FW,"∂ 25,910,000"
H. Mancini,E,Serious Magicians,Nganion,FW,"∂ 24,740,000"
Z. Amito,E,Serious Magicians,Nganion,FW,"∂ 23,190,000"
E. Mudzingwa,E,Serious Magicians,Rarita,FW,"∂ 15,540,000"
D. Jena,E,Serious Magicians,Nganion,FWDF,"∂ 13,620,000"
H. Kikuchi,E,Serious Magicians,Nganion,FWMF,"∂ 17,700,000"
J. Maneno,E,Serious Magicians,Nganion,FWMF,"∂ 23,540,000"
W. Ofori,E,Serious Magicians,Unicorporated Tiagascar,FWMF,"∂ 16,120,000"
C. Musana,E,Serious Magicians,Nganion,GK,"∂ 13,050,000"
R. Hall,E,Serious Magicians,Nganion,GK,"∂ 4,230,000"
C. Luká?,E,Serious Magicians,Nganion,MF,"∂ 31,360,000"
D. De Jong,E,Serious Magicians,Nganion,MF,"∂ 18,120,000"
F. Sow,E,Serious Magicians,Nganion,MF,"∂ 17,940,000"
I. Cheong,E,Serious Magicians,Nganion,MF,"∂ 15,370,000"
R. Chandia,E,Serious Magicians,Nganion,MF,"∂ 12,900,000"
T. Vidmar,E,Serious Magicians,Nganion,MF,"∂ 19,810,000"
X. Owori,E,Serious Magicians,Nganion,MF,"∂ 26,430,000"
F. Salifu,E,Serious Magicians,Nganion,MFFW,"∂ 24,490,000"
D. Horn,E,Swift Bison,Dosqaly,DF,"∂ 8,570,000"
H. Jovanovi?,E,Swift Bison,Dosqaly,DF,"∂ 11,990,000"
C. Najafi,E,Swift Bison,Greri Landmoslands,DF,"∂ 22,730,000"
N. Kasangaki,E,Swift Bison,Imaar Vircoand,DF,"∂ 12,520,000"
E. Bukar,E,Swift Bison,Lefghau,DF,"∂ 16,580,000"
A. Muller,E,Swift Bison,Nganion,DF,"∂ 12,560,000"
E. Balog,E,Swift Bison,Nganion,DF,"∂ 16,360,000"
H. Kajumba,E,Swift Bison,Nganion,DF,"∂ 17,030,000"
Q. Namazzi,E,Swift Bison,Nganion,DF,"∂ 18,560,000"
R. Ueta,E,Swift Bison,Sobianitedrucy,DF,"∂ 22,310,000"
T. Neves,E,Swift Bison,Sobianitedrucy,DF,"∂ 16,700,000"
C. Popescu,E,Swift Bison,Mico,DFMF,"∂ 15,750,000"
N. bin Sulaiman,E,Swift Bison,Dosqaly,FW,"∂ 22,980,000"
I. Kiiza,E,Swift Bison,Janmico,FW,"∂ 21,720,000"
Q. Fernandes,E,Swift Bison,Nganion,FW,"∂ 22,990,000"
J. Elsayed,E,Swift Bison,Nganion,FWMF,"∂ 26,590,000"
O. Nabunya,E,Swift Bison,Byasier Pujan,GK,"∂ 14,000,000"
G. Taruvinga,E,Swift Bison,Nganion,GK,"∂ 17,120,000"
Y. Nakkazi,E,Swift Bison,Dosqaly,MF,"∂ 13,850,000"
B. Reyes,E,Swift Bison,Esian Republic,MF,"∂ 13,450,000"
B. Tong,E,Swift Bison,Nganion,MF,"∂ 15,560,000"
G. Namuganza,E,Swift Bison,Rarita,MF,"∂ 30,030,000"
W. Ghosh,E,Swift Bison,Eastern Sleboube,MFFW,"∂ 32,030,000"
B. Kwek,E,Swift Bison,Greri Landmoslands,MFFW,"∂ 18,290,000"
E. Obbo,E,Swift Bison,Landli Blicporlip,MFFW,"∂ 19,580,000"
K. Mukwaya,E,Swift Bison,Nganion,MFFW,"∂ 21,870,000"
L. Kagoya,E,Swift Bison,Nganion,MFFW,"∂ 3,380,000"
S. Nakasi,E,Swift Bison,Nganion,MFFW,"∂ 32,830,000"
O. Alon,E,Swift Marauders,Dosqaly,DF,"∂ 14,670,000"
N. More,E,Swift Marauders,Janmico,DF,"∂ 13,150,000"
D. Gauthier,E,Swift Marauders,Lefghau,DF,"∂ 12,140,000"
B. Ogwang,E,Swift Marauders,Nganion,DF,"∂ 19,990,000"
E. Giraud,E,Swift Marauders,Nganion,DF,"∂ 11,950,000"
G. Rizzo,E,Swift Marauders,Nganion,DF,"∂ 9,900,000"
Q. Kayondo,E,Swift Marauders,Nganion,DF,"∂ 15,490,000"
S. Jimoh,E,Swift Marauders,Nganion,DF,"∂ 23,030,000"
Z. Maneno,E,Swift Marauders,Nganion,DF,"∂ 12,880,000"
Q. Tng,E,Swift Marauders,Western Niasland,DF,"∂ 14,830,000"
D. Akugizibwe,E,Swift Marauders,Imaar Vircoand,DFMF,"∂ 23,120,000"
F. Rosario,E,Swift Marauders,Nganion,DFMF,"∂ 15,260,000"
S. Dlamini,E,Swift Marauders,Nganion,DFMF,"∂ 17,880,000"
F. Harutyunyan,E,Swift Marauders,Central Namemo Laand,FW,"∂ 7,550,000"
E. Chebet,E,Swift Marauders,Imaar Vircoand,FW,"∂ 21,350,000"
L. Maleki,E,Swift Marauders,Imaar Vircoand,FW,"∂ 26,480,000"
I. Castro,E,Swift Marauders,Nganion,FW,"∂ 25,700,000"
V. Yohane,E,Swift Marauders,Imaar Vircoand,FWMF,"∂ 19,220,000"
C. Nanyonga,E,Swift Marauders,Nganion,FWMF,"∂ 17,840,000"
Z. Muratovi?,E,Swift Marauders,Nganion,FWMF,"∂ 15,920,000"
Y. Sunday,E,Swift Marauders,Northern Ramo Rastemoa,FWMF,"∂ 30,400,000"
K. Darawshi,E,Swift Marauders,Nganion,GK,"∂ 15,610,000"
V. Vincent,E,Swift Marauders,Nganion,GK,"∂ 18,540,000"
I. Nalweyiso,E,Swift Marauders,Nganion,MF,"∂ 19,130,000"
T. Marufu,E,Swift Marauders,Nganion,MF,"∂ 6,460,000"
Y. Norouzi,E,Swift Marauders,Nganion,MF,"∂ 22,980,000"
I. Moreau,E,Swift Marauders,Nganion,MFDF,"∂ 15,820,000"
D. Bagheri,E,Swift Marauders,Nganion,MFFW,"∂ 10,500,000"
F. Obua,E,Swift Marauders,Nganion,MFFW,"∂ 14,790,000"
L. Bergmann,E,Swift Marauders,Nganion,MFFW,"∂ 23,280,000"
Y. Atuheire,E,Swift Marauders,Nganion,MFFW,"∂ 15,640,000"
I. Manuel,E,Ultimate Penguins,Biarizea,DF,"∂ 24,140,000"
B. Turinawe,E,Ultimate Penguins,Lefghau,DF,"∂ 15,070,000"
H. Nieminen,E,Ultimate Penguins,Lefghau,DF,"∂ 27,130,000"
L. Alqahtani,E,Ultimate Penguins,Nganion,DF,"∂ 16,530,000"
L. Olsson,E,Ultimate Penguins,Nganion,DF,"∂ 17,000,000"
U. Ahebwa,E,Ultimate Penguins,Nganion,DF,"∂ 19,830,000"
O. Farkas,E,Ultimate Penguins,Pierrema,DF,"∂ 21,980,000"
G. Mishra,E,Ultimate Penguins,Nganion,DFMF,"∂ 17,640,000"
P. Kralj,E,Ultimate Penguins,Nganion,FW,"∂ 12,380,000"
U. Jansons,E,Ultimate Penguins,Nganion,FW,"∂ 23,900,000"
G. Chu,E,Ultimate Penguins,Nganion,FWMF,"∂ 6,280,000"
T. Amer,E,Ultimate Penguins,Nganion,FWMF,"∂ 26,460,000"
"K. Jao,",E,Ultimate Penguins,Nganion,GK,"∂ 8,160,000"
O. Hamdan,E,Ultimate Penguins,Nganion,GK,"∂ 8,040,000"
U. Lang,E,Ultimate Penguins,Central Namemo Laand,MF,"∂ 17,660,000"
I. Mwale,E,Ultimate Penguins,Greri Landmoslands,MF,"∂ 19,780,000"
C. Sung,E,Ultimate Penguins,Imaar Vircoand,MF,"∂ 22,120,000"
L. Kimbugwe,E,Ultimate Penguins,Newgan Ruland,MF,"∂ 11,300,000"
B. Mabika,E,Ultimate Penguins,Nganion,MF,"∂ 12,100,000"
C. Cudjoe,E,Ultimate Penguins,Nganion,MF,"∂ 21,000,000"
N. Picard,E,Ultimate Penguins,Nganion,MF,"∂ 11,380,000"
I. Tukahirwa,E,Ultimate Penguins,Dosqaly,MFFW,"∂ 24,600,000"
Z. Hansson,E,Ultimate Penguins,Newgan Ruland,MFFW,"∂ 13,410,000"
G. Matei,E,Ultimate Penguins,Nganion,MFFW,"∂ 16,130,000"
I. Babirye,E,Ultimate Penguins,Nganion,MFFW,"∂ 16,690,000"
M. Nanzala,E,Ultimate Penguins,Nganion,MFFW,"∂ 22,860,000"
R. Adamu,E,Ultimate Penguins,Nganion,MFFW,"∂ 25,400,000"
C. Kakayi,RFL,Black Coyotes,Dosqaly,DF,"∂ 6,040,000"
V. It?,RFL,Black Coyotes,Mico,DF,"∂ 5,000,000"
T. Candia,RFL,Black Coyotes,Quewenia,DF,"∂ 2,120,000"
B. Kiyimba,RFL,Black Coyotes,Rarita,DF,"∂ 5,070,000"
C. Tukamushaba,RFL,Black Coyotes,Rarita,DF,"∂ 3,780,000"
K. Shibata,RFL,Black Coyotes,Rarita,DF,"∂ 3,900,000"
Q. bin Ismail,RFL,Black Coyotes,Rarita,DF,"∂ 3,670,000"
T. Larsson,RFL,Black Coyotes,Rarita,DF,"∂ 4,160,000"
T. Okoro,RFL,Black Coyotes,Rarita,DF,"∂ 2,690,000"
S. Rizzo,RFL,Black Coyotes,Sobianitedrucy,DF,"∂ 5,340,000"
K. Nasution,RFL,Black Coyotes,Greri Landmoslands,FW,"∂ 7,960,000"
G. Muleya,RFL,Black Coyotes,Manlisgamncent,FW,"∂ 8,850,000"
Q. Virtanen,RFL,Black Coyotes,Nkasland Cronestan,FW,"∂ 5,850,000"
I. Tabu,RFL,Black Coyotes,Rarita,FW,"∂ 4,350,000"
K. Kazlo?,RFL,Black Coyotes,Rarita,FW,"∂ 9,470,000"
W. Martinez,RFL,Black Coyotes,Rarita,FW,"∂ 7,510,000"
"V. Meijer, Meyer",RFL,Black Coyotes,Southern Ristan,FWDF,"∂ 6,360,000"
B. Madondo,RFL,Black Coyotes,Rarita,FWMF,"∂ 7,340,000"
D. Makumbi,RFL,Black Coyotes,Rarita,FWMF,"∂ 1,780,000"
P. bin Ibrahim,RFL,Black Coyotes,Rarita,FWMF,"∂ 4,980,000"
J. Turyasingura,RFL,Black Coyotes,Rarita,GK,"∂ 5,730,000"
A. Khainza,RFL,Black Coyotes,Sobianitedrucy,GK,"∂ 5,850,000"
H. Peh,RFL,Black Coyotes,Unicorporated Tiagascar,GK,"∂ 3,320,000"
F. Chin,RFL,Black Coyotes,Rarita,MF,"∂ 4,890,000"
I. Fong,RFL,Black Coyotes,Rarita,MF,"∂ 3,590,000"
O. Wanjala,RFL,Black Coyotes,Rarita,MF,"∂ 6,420,000"
Q. Wang,RFL,Black Coyotes,Rarita,MF,"∂ 2,530,000"
B. Yousefi,RFL,Black Coyotes,Rarita,MFFW,"∂ 6,390,000"
H. Che,RFL,Black Coyotes,Rarita,MFFW,"∂ 6,290,000"
S. Nabasa,RFL,Black Coyotes,Rarita,MFFW,"∂ 10,010,000"
M. Arifin,RFL,Black Coyotes,Unicorporated Tiagascar,MFFW,"∂ 6,230,000"
K. Mawanda,RFL,Black Coyotes,Varijitri Isles,MFFW,"∂ 6,350,000"
A. Hasibuan,RFL,Educated Avengers,Rarita,DF,"∂ 2,480,000"
L. Tambala,RFL,Educated Avengers,Rarita,DF,"∂ 2,860,000"
S. Hashemi,RFL,Educated Avengers,Rarita,DF,"∂ 4,830,000"
T. Audu,RFL,Educated Avengers,Rarita,DF,"∂ 4,950,000"
V. Mansoor,RFL,Educated Avengers,Rarita,DF,"∂ 2,780,000"
U. Quaye,RFL,Educated Avengers,Southslands,DF,"∂ 820,000"
G. Kou,RFL,Educated Avengers,Rarita,DFMF,"∂ 5,750,000"
I. Y?ld?r?m,RFL,Educated Avengers,Galamily,FW,"∂ 6,750,000"
H. Ebrahimi,RFL,Educated Avengers,Rarita,FW,"∂ 3,210,000"
N. Chaw,RFL,Educated Avengers,Rarita,FW,"∂ 7,250,000"
W. Barbieri,RFL,Educated Avengers,Rarita,FW,"∂ 6,350,000"
X. Thomas,RFL,Educated Avengers,Rarita,FW,"∂ 6,660,000"
F. Ithungu,RFL,Educated Avengers,Rarita,GK,"∂ 5,780,000"
C. Kabagambe,RFL,Educated Avengers,Rarita,MF,"∂ 5,510,000"
C. Lum,RFL,Educated Avengers,Rarita,MF,"∂ 2,130,000"
J. López,RFL,Educated Avengers,Rarita,MF,"∂ 2,840,000"
K. Ramos,RFL,Educated Avengers,Rarita,MF,"∂ 3,750,000"
P. Shehu,RFL,Educated Avengers,Rarita,MF,"∂ 4,080,000"
S. Razaee,RFL,Educated Avengers,Rarita,MF,"∂ 5,540,000"
X. Masaba,RFL,Educated Avengers,Rarita,MF,"∂ 4,200,000"
T. Achan,RFL,Educated Avengers,Southslands,MF,"∂ 4,170,000"
Y. Nkhata,RFL,Educated Avengers,Southslands,MF,"∂ 7,230,000"
Z. Bibi,RFL,Golden Cadets,Mico,DF,"∂ 4,990,000"
F. Namukasa,RFL,Golden Cadets,Rarita,DF,"∂ 5,310,000"
J. Jackson,RFL,Golden Cadets,Rarita,DF,"∂ 4,380,000"
P. Dahiru,RFL,Golden Cadets,Rarita,DF,"∂ 3,580,000"
Y. Alzahrani,RFL,Golden Cadets,Rarita,DF,"∂ 4,710,000"
N. Singh,RFL,Golden Cadets,Varijitri Isles,DF,"∂ 7,230,000"
G. Oduro,RFL,Golden Cadets,Rarita,DFFW,"∂ 6,530,000"
D. Piras,RFL,Golden Cadets,Rarita,DFMF,"∂ 3,060,000"
E. Ivano?,RFL,Golden Cadets,Rarita,DFMF,"∂ 5,590,000"
K. Kuok,RFL,Golden Cadets,Rarita,DFMF,"∂ 6,300,000"
T. Darawshi,RFL,Golden Cadets,Rarita,DFMF,"∂ 5,990,000"
A. Perez,RFL,Golden Cadets,Rarita,FW,"∂ 7,660,000"
K. Atto,RFL,Golden Cadets,Varijitri Isles,FW,"∂ 5,400,000"
B. Elbaz,RFL,Golden Cadets,Rarita,FWMF,"∂ 8,530,000"
I. Nakimbugwe,RFL,Golden Cadets,Rarita,FWMF,"∂ 4,650,000"
I. Ndebele,RFL,Golden Cadets,Rarita,FWMF,"∂ 6,060,000"
K. Cheung,RFL,Golden Cadets,Rarita,FWMF,"∂ 3,450,000"
U. Tuhaise,RFL,Golden Cadets,Rarita,FWMF,"∂ 6,930,000"
F. Musa,RFL,Golden Cadets,Rarita,GK,"∂ 3,260,000"
M. Bahri,RFL,Golden Cadets,Rarita,GK,"∂ 4,030,000"
A. Koh,RFL,Golden Cadets,Rarita,MF,"∂ 2,900,000"
A. Mandlate,RFL,Golden Cadets,Rarita,MF,"∂ 6,910,000"
B. Munemo,RFL,Golden Cadets,Rarita,MF,"∂ 7,780,000"
C. Owere,RFL,Golden Cadets,Rarita,MF,"∂ 4,820,000"
F. Johnston,RFL,Golden Cadets,Rarita,MF,"∂ 2,490,000"
C. Ková?,RFL,Golden Cadets,Loco Phirema,MFFW,"∂ 4,040,000"
O. Nyandoro,RFL,Golden Cadets,Rarita,MFFW,"∂ 990,000"
U. Feng,RFL,Golden Cadets,Rarita,MFFW,"∂ 4,700,000"
G. Kiggundu,RFL,Great Pandas,Ingre,DF,"∂ 2,950,000"
B. Omirambe,RFL,Great Pandas,Rarita,DF,"∂ 3,320,000"
E. Nyirenda,RFL,Great Pandas,Rarita,DF,"∂ 5,300,000"
M. Chia,RFL,Great Pandas,Rarita,DF,"∂ 5,430,000"
M. Kyakimwa,RFL,Great Pandas,Rarita,DF,"∂ 980,000"
U. Nakidde,RFL,Great Pandas,Rarita,DF,"∂ 4,940,000"
U. Sorrentino,RFL,Great Pandas,Rarita,DF,"∂ 3,090,000"
Y. Lakatos,RFL,Great Pandas,Rarita,DF,"∂ 4,780,000"
S. Fontana,RFL,Great Pandas,Rarita,DFFW,"∂ 4,610,000"
Y. Kasozi,RFL,Great Pandas,Rarita,DFMF,"∂ 5,190,000"
J. Schreiber,RFL,Great Pandas,Rarita,FW,"∂ 3,010,000"
N. Salazar,RFL,Great Pandas,Rarita,FW,"∂ 4,430,000"
O. Wong,RFL,Great Pandas,Rarita,FW,"∂ 4,300,000"
Q. Nyangoma,RFL,Great Pandas,Rarita,FW,"∂ 6,910,000"
X. Petersen,RFL,Great Pandas,Rarita,FW,"∂ 5,120,000"
U. Nafula,RFL,Great Pandas,Mico,FWMF,"∂ 5,980,000"
H. Jiu,RFL,Great Pandas,Rarita,FWMF,"∂ 8,140,000"
C. Lovri?,RFL,Great Pandas,Rarita,GK,"∂ 1,920,000"
K. Hoe,RFL,Great Pandas,Rarita,GK,"∂ 4,970,000"
I. Issah,RFL,Great Pandas,Rarita,MF,"∂ 2,330,000"
P. Mafabi,RFL,Great Pandas,Rarita,MF,"∂ 3,820,000"
P. Romero,RFL,Great Pandas,Rarita,MF,"∂ 6,000,000"
V. Bellini,RFL,Great Pandas,Rarita,MF,"∂ 5,920,000"
X. Sharma,RFL,Great Pandas,Rarita,MF,"∂ 6,470,000"
E. Mwesigye,RFL,Great Pandas,Nganion,MFFW,"∂ 6,470,000"
T. Kabonesa,RFL,Great Pandas,Nganion,MFFW,"∂ 7,510,000"
H. Abe,RFL,Great Pandas,Rarita,MFFW,"∂ 6,610,000"
P. Chari,RFL,Great Pandas,Rarita,MFFW,"∂ 7,480,000"
V. Mutasa,RFL,Great Pandas,Rarita,MFFW,"∂ 6,040,000"
H. Mande,RFL,Mad Cardinals,Liacra,DF,"∂ 4,960,000"
A. Juki?,RFL,Mad Cardinals,Rarita,DF,"∂ 3,730,000"
G. Koren,RFL,Mad Cardinals,Rarita,DF,"∂ 7,000,000"
M. Beck,RFL,Mad Cardinals,Rarita,DF,"∂ 8,050,000"
N. binti Sulaiman,RFL,Mad Cardinals,Rarita,DF,"∂ 2,650,000"
Q. Sano,RFL,Mad Cardinals,Rarita,DF,"∂ 7,200,000"
W. Addai,RFL,Mad Cardinals,Rarita,DF,"∂ 6,280,000"
Z. Milani,RFL,Mad Cardinals,Rarita,DF,"∂ 6,000,000"
Y. Boyer,RFL,Mad Cardinals,Rarita,DFMF,"∂ 3,410,000"
G. Lamwaka,RFL,Mad Cardinals,Rarita,FW,"∂ 4,890,000"
Q. Onzima,RFL,Mad Cardinals,Rarita,FW,"∂ 5,780,000"
Y. Imai,RFL,Mad Cardinals,Rarita,FW,"∂ 4,680,000"
B. Ssenyonga,RFL,Mad Cardinals,Rarita,FWMF,"∂ 1,530,000"
G. Simango,RFL,Mad Cardinals,Rarita,FWMF,"∂ 6,970,000"
I. Waiswa,RFL,Mad Cardinals,Rarita,FWMF,"∂ 4,410,000"
B. Ntege,RFL,Mad Cardinals,Rarita,GK,"∂ 2,470,000"
V. Longoli,RFL,Mad Cardinals,Rarita,GK,"∂ 1,890,000"
F. Zieli?ski,RFL,Mad Cardinals,Moaithe,MF,"∂ 4,520,000"
D. Nantumbwe,RFL,Mad Cardinals,Rarita,MF,"∂ 7,050,000"
G. Samuel,RFL,Mad Cardinals,Rarita,MF,"∂ 5,810,000"
V. Zhao,RFL,Mad Cardinals,Rarita,MF,"∂ 4,700,000"
G. Hou,RFL,Mad Cardinals,Rarita,MFDF,"∂ 5,990,000"
K. Castillo,RFL,Mad Cardinals,Rarita,MFDF,"∂ 2,600,000"
Q. Gruber,RFL,Mad Cardinals,Rarita,MFDF,"∂ 8,310,000"
D. Bengtsson,RFL,Mad Cardinals,Rarita,MFFW,"∂ 8,190,000"
J. Kataike,RFL,Mad Cardinals,Rarita,MFFW,"∂ 6,210,000"
O. Nambafu,RFL,Mad Cardinals,Rarita,MFFW,"∂ 6,130,000"
H. Sinaga,RFL,Marvelous Coyotes,Bernepamar,DF,"∂ 2,680,000"
J. De Luca,RFL,Marvelous Coyotes,Dosqaly,DF,"∂ 2,600,000"
X. Haji,RFL,Marvelous Coyotes,Greri Landmoslands,DF,"∂ 4,550,000"
B. Abdi,RFL,Marvelous Coyotes,Imaar Vircoand,DF,"∂ 4,270,000"
S. Rostami,RFL,Marvelous Coyotes,Lefghau,DF,"∂ 2,780,000"
E. Hor,RFL,Marvelous Coyotes,Nganion,DF,"∂ 6,630,000"
E. Naik,RFL,Marvelous Coyotes,Nganion,DF,"∂ 4,070,000"
J. Wulandari,RFL,Marvelous Coyotes,Nganion,DF,"∂ 5,630,000"
M. As,RFL,Marvelous Coyotes,People's Land of Maneau,DF,"∂ 4,880,000"
O. Atim,RFL,Marvelous Coyotes,People's Land of Maneau,DF,"∂ 3,620,000"
L. Tu,RFL,Marvelous Coyotes,Esia,FW,"∂ 5,000,000"
G. Vidal,RFL,Marvelous Coyotes,Imaar Vircoand,FW,"∂ 7,740,000"
F. Kazembe,RFL,Marvelous Coyotes,Lefghau,FW,"∂ 10,090,000"
T. Aguti,RFL,Marvelous Coyotes,People's Land of Maneau,FW,"∂ 7,440,000"
B. Sugawara,RFL,Marvelous Coyotes,Greri Landmoslands,FWMF,"∂ 7,250,000"
J. Singini,RFL,Marvelous Coyotes,People's Land of Maneau,FWMF,"∂ 8,990,000"
J. Nakano,RFL,Marvelous Coyotes,Pierrema,FWMF,"∂ 8,310,000"
T. Kamugisha,RFL,Marvelous Coyotes,Lefghau,GK,"∂ 6,050,000"
Y. Draru,RFL,Marvelous Coyotes,Rarita,GK,"∂ 5,530,000"
A. Kuhn,RFL,Marvelous Coyotes,Esia,MF,"∂ 7,360,000"
E. Zoabi,RFL,Marvelous Coyotes,Nganion,MF,"∂ 6,910,000"
T. Nakirijja,RFL,Marvelous Coyotes,Nganion,MF,"∂ 6,590,000"
C. De Angelis,RFL,Marvelous Coyotes,People's Land of Maneau,MF,"∂ 7,040,000"
A. Lefevre,RFL,Marvelous Coyotes,Southern Ristan,MF,"∂ 7,060,000"
C. Koo,RFL,Walking Runners,Biarizea,DF,"∂ 4,600,000"
O. Kasaija,RFL,Walking Runners,Byasier Pujan,DF,"∂ 6,390,000"
R. Obi,RFL,Walking Runners,Giumle Lizeibon,DF,"∂ 4,490,000"
J. Nakigudde,RFL,Walking Runners,Highhlaands,DF,"∂ 3,470,000"
P. Sharon,RFL,Walking Runners,Ingre,DF,"∂ 5,390,000"
F. Mishra,RFL,Walking Runners,Nganion,DF,"∂ 6,590,000"
S. Anyait,RFL,Walking Runners,People's Land of Maneau,DF,"∂ 3,670,000"
U. Kojima,RFL,Walking Runners,Southern Ristan,DF,"∂ 3,560,000"
F. Ncube,RFL,Walking Runners,Thaijagypt,DF,"∂ 4,400,000"
C. Sulaiman,RFL,Walking Runners,Dosqaly,DFMF,"∂ 3,300,000"
F. Zeng,RFL,Walking Runners,Nganion,FW,"∂ 6,300,000"
A. Amito,RFL,Walking Runners,People's Land of Maneau,FW,"∂ 7,740,000"
I. Atuheire,RFL,Walking Runners,Thaijagypt,FW,"∂ 6,570,000"
